IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.228.34.105,2053,443,true,YYZ,North America,Toronto,222,8.19
20.220.204.217,443,443,true,YYZ,North America,Toronto,281,7.83
52.228.34.105,8443,443,true,YYZ,North America,Toronto,221,7.80
20.246.127.166,443,443,true,IAD,North America,Ashburn,229,7.71
172.190.150.25,8443,443,true,IAD,North America,Ashburn,230,7.70
20.75.178.96,443,443,true,IAD,North America,Ashburn,226,7.41
74.249.233.213,443,443,true,ORD,North America,Chicago,198,7.23
172.208.36.45,443,443,true,IAD,North America,Ashburn,224,6.82
20.246.144.214,443,443,true,IAD,North America,Ashburn,256,6.81
172.208.36.45,80,443,true,IAD,North America,Ashburn,251,6.12
20.226.170.152,443,0,false,GRU,South America,São Paulo,333,4.06
191.237.202.255,443,0,false,GRU,South America,São Paulo,348,3.99
4.228.9.204,443,0,false,GRU,South America,São Paulo,331,3.89
191.237.205.178,443,0,false,GRU,South America,São Paulo,346,3.49
20.170.41.153,443,443,true,FRA,Europe,Frankfurt,158,3.43
52.187.35.233,80,0,false,SIN,Asia Pacific,Singapore,2,0.85
20.92.32.172,80,0,false,SYD,Oceania,Sydney,84,0.12
40.115.253.187,80,0,false,NRT,Asia Pacific,Tokyo,68,0.07
40.115.253.187,8080,0,false,HKG,Asia Pacific,Hong Kong,70,0.06
20.102.24.191,80,0,false,IAD,North America,Ashburn,228,0.06
20.243.87.182,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.06
13.94.60.131,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.06
172.162.242.200,80,0,false,FRA,Europe,Frankfurt,151,0.05
20.204.43.57,80,443,false,DEL,Asia Pacific,New Delhi,47,0.05
52.184.217.63,80,0,false,IAD,North America,Ashburn,223,0.04
20.86.52.80,80,0,false,AMS,Europe,Amsterdam,158,0.03
51.143.162.160,80,80,false,LHR,Europe,London,154,0.03
20.81.104.97,80,443,false,IAD,North America,Ashburn,225,0.02
13.82.233.190,80,0,false,IAD,North America,Ashburn,233,0.01
40.83.203.12,80,0,false,SJC,North America,San Jose,168,0.01
52.236.148.143,80,0,false,AMS,Europe,Amsterdam,157,0.00
20.240.40.44,80,0,false,CPH,Europe,Copenhagen,178,0.00
20.18.32.188,80,0,false,NRT,Asia Pacific,Tokyo,67,0.00
20.78.2.61,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
20.89.149.18,80,0,false,NRT,Asia Pacific,Tokyo,70,0.00
20.18.32.188,443,0,false,NRT,Asia Pacific,Tokyo,67,0.00
20.243.248.205,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
20.18.32.188,8080,0,false,NRT,Asia Pacific,Tokyo,68,0.00
4.227.245.157,8080,0,false,IAD,North America,Ashburn,224,0.00
20.172.220.126,80,0,false,IAD,North America,Ashburn,223,0.00
4.227.214.97,80,0,false,IAD,North America,Ashburn,227,0.00
172.167.242.53,80,0,false,LHR,Europe,London,160,0.00
20.230.56.138,80,0,false,IAD,North America,Ashburn,219,0.00
40.87.80.77,80,0,false,IAD,North America,Ashburn,225,0.00
172.188.16.197,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
20.222.251.148,80,0,false,HKG,Asia Pacific,Hong Kong,67,0.00
20.2.87.94,80,0,false,HKG,Asia Pacific,Hong Kong,33,0.00
104.208.64.116,80,0,false,HKG,Asia Pacific,Hong Kong,34,0.00
104.208.71.2,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.00
20.2.87.94,443,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
20.193.145.135,80,0,false,BOM,Asia Pacific,Mumbai,48,0.00
20.204.122.49,80,0,false,BOM,Asia Pacific,Mumbai,62,0.00
13.78.116.99,443,443,true,NRT,Asia Pacific,Tokyo,68,0.00
74.226.216.102,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
20.46.125.42,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
20.40.103.32,80,0,false,HKG,Asia Pacific,Hong Kong,70,0.00
20.213.13.247,80,0,false,SYD,Oceania,Sydney,87,0.00
51.107.6.128,8443,443,true,MXP,Europe,Milan,150,0.00
51.103.215.50,443,443,true,MXP,Europe,Milan,150,0.00
51.116.109.243,80,0,false,FRA,Europe,Frankfurt,155,0.00
104.40.244.228,443,443,true,AMS,Europe,Amsterdam,155,0.00
20.58.24.221,2086,2086,false,LHR,Europe,London,156,0.00
20.157.120.71,80,0,false,LHR,Europe,London,156,0.00
51.11.142.112,80,0,false,LHR,Europe,London,156,0.00
20.77.139.157,8080,80,false,LHR,Europe,London,156,0.00
51.143.254.149,8080,80,false,LHR,Europe,London,157,0.00
20.157.221.56,80,80,false,AMS,Europe,Amsterdam,162,0.00
20.13.168.204,8080,0,false,DUB,Europe,Dublin,163,0.00
137.116.251.154,80,443,false,DUB,Europe,Dublin,165,0.00
20.106.123.66,2053,0,true,SJC,North America,San Jose,172,0.00
51.107.211.178,2082,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.177,2087,80,false,CPH,Europe,Copenhagen,173,0.00
51.107.211.178,2087,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2052,80,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2086,0,false,CPH,Europe,Copenhagen,174,0.00
51.107.211.177,2053,0,false,CPH,Europe,Copenhagen,177,0.00
51.107.211.177,2096,80,false,CPH,Europe,Copenhagen,183,0.00
20.157.97.105,80,80,false,AMS,Europe,Amsterdam,204,0.00
20.157.97.123,80,80,false,AMS,Europe,Amsterdam,204,0.00
52.252.14.249,443,443,true,IAD,North America,Ashburn,215,0.00
20.230.56.62,443,443,true,IAD,North America,Ashburn,215,0.00
20.104.218.53,80,0,false,YYZ,North America,Toronto,220,0.00
20.106.218.19,2053,0,true,IAD,North America,Ashburn,223,0.00
20.55.38.130,80,0,false,IAD,North America,Ashburn,224,0.00
52.245.249.122,80,0,false,IAD,North America,Ashburn,228,0.00
52.254.118.22,80,0,false,IAD,North America,Ashburn,249,0.00
20.201.48.75,443,0,false,GRU,South America,São Paulo,332,0.00
