IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.208.185.82,443,0,false,ORD,North America,Chicago,68,0.00
15.168.144.138,8080,0,false,ORD,North America,Chicago,68,0.00
52.198.179.148,443,0,false,ORD,North America,Chicago,68,0.00
54.249.77.109,2082,0,false,ORD,North America,Chicago,68,0.00
52.195.173.126,2053,0,false,ORD,North America,Chicago,68,0.00
54.168.141.13,80,0,false,ORD,North America,Chicago,68,0.00
15.168.20.160,2082,0,false,ORD,North America,Chicago,68,0.00
18.183.3.101,8880,0,false,ORD,North America,Chicago,68,0.00
35.76.115.13,8443,0,false,ORD,North America,Chicago,68,0.00
13.208.157.78,2096,0,false,ORD,North America,Chicago,68,0.00
15.168.10.171,2052,0,false,ORD,North America,Chicago,68,0.00
54.250.86.209,2096,0,false,ORD,North America,Chicago,68,0.00
18.183.33.198,2053,0,false,ORD,North America,Chicago,68,0.00
3.110.176.176,2082,0,false,ORD,North America,Chicago,68,0.00
18.183.33.198,2087,0,false,ORD,North America,Chicago,68,0.00
18.183.210.26,80,0,false,ORD,North America,Chicago,68,0.00
52.195.173.126,2052,0,false,ORD,North America,Chicago,68,0.00
3.110.194.22,443,0,false,ORD,North America,Chicago,68,0.00
18.183.253.20,2052,0,false,ORD,North America,Chicago,68,0.00
13.208.213.32,8443,0,false,ORD,North America,Chicago,68,0.00
3.110.50.34,8443,0,false,ORD,North America,Chicago,68,0.00
13.112.170.168,80,0,false,NRT,Asia Pacific,Tokyo,68,0.00
15.168.144.138,2096,0,false,ORD,North America,Chicago,68,0.00
15.168.144.138,2083,0,false,ORD,North America,Chicago,68,0.00
52.68.50.72,8080,0,false,ORD,North America,Chicago,68,0.00
13.208.182.42,2086,0,false,ORD,North America,Chicago,68,0.00
18.183.210.26,2083,0,false,ORD,North America,Chicago,68,0.00
35.76.115.13,443,0,false,ORD,North America,Chicago,68,0.00
54.249.77.109,443,0,false,ORD,North America,Chicago,68,0.00
18.183.3.101,2082,0,false,ORD,North America,Chicago,68,0.00
52.68.50.72,2083,0,false,ORD,North America,Chicago,68,0.00
18.183.210.26,2086,0,false,ORD,North America,Chicago,68,0.00
35.76.115.13,2053,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,8880,0,false,ORD,North America,Chicago,69,0.00
54.250.86.209,2053,0,false,ORD,North America,Chicago,69,0.00
54.95.236.96,2095,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,69,0.00
18.183.210.26,2053,0,false,ORD,North America,Chicago,69,0.00
18.183.33.198,2052,0,false,ORD,North America,Chicago,69,0.00
54.95.236.96,2086,0,false,ORD,North America,Chicago,69,0.00
18.183.19.104,2082,0,false,ORD,North America,Chicago,69,0.00
54.95.66.181,8443,0,false,ORD,North America,Chicago,69,0.00
52.68.50.72,8443,0,false,ORD,North America,Chicago,69,0.00
18.183.19.104,2052,0,false,ORD,North America,Chicago,69,0.00
54.95.66.181,8080,0,false,ORD,North America,Chicago,69,0.00
54.95.66.181,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.19.104,8080,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,2096,0,false,ORD,North America,Chicago,69,0.00
54.250.9.218,2095,0,false,ORD,North America,Chicago,69,0.00
35.76.115.13,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,443,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,8443,0,false,ORD,North America,Chicago,69,0.00
54.95.66.181,2086,0,false,ORD,North America,Chicago,69,0.00
18.183.33.198,2082,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,8080,0,false,ORD,North America,Chicago,69,0.00
18.181.84.244,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.210.26,2082,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,8443,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2082,0,false,ORD,North America,Chicago,69,0.00
18.183.33.198,443,0,false,ORD,North America,Chicago,69,0.00
43.207.37.138,2083,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,2082,0,false,ORD,North America,Chicago,69,0.00
18.181.84.244,8080,0,false,ORD,North America,Chicago,69,0.00
52.195.173.126,8080,0,false,ORD,North America,Chicago,69,0.00
52.195.173.126,8443,0,false,ORD,North America,Chicago,69,0.00
3.110.219.5,8443,0,false,ORD,North America,Chicago,69,0.00
13.231.167.51,8880,0,false,ORD,North America,Chicago,69,0.00
54.168.141.13,2083,0,false,ORD,North America,Chicago,69,0.00
54.250.86.209,2086,0,false,ORD,North America,Chicago,69,0.00
13.231.167.51,2095,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,2083,0,false,ORD,North America,Chicago,69,0.00
13.230.18.208,2095,0,false,ORD,North America,Chicago,69,0.00
52.68.50.72,2087,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,8080,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2095,0,false,ORD,North America,Chicago,69,0.00
54.168.141.13,2087,0,false,ORD,North America,Chicago,69,0.00
3.110.176.176,80,0,false,ORD,North America,Chicago,69,0.00
13.230.18.208,2087,0,false,ORD,North America,Chicago,69,0.00
18.181.85.26,2087,0,false,ORD,North America,Chicago,69,0.00
13.231.167.51,8443,0,false,ORD,North America,Chicago,69,0.00
54.249.178.90,8880,0,false,ORD,North America,Chicago,69,0.00
52.68.50.72,2052,0,false,ORD,North America,Chicago,69,0.00
18.183.19.104,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.84.244,2096,0,false,ORD,North America,Chicago,69,0.00
35.78.189.83,443,0,false,ORD,North America,Chicago,69,0.00
3.110.163.34,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.210.26,2095,0,false,ORD,North America,Chicago,69,0.00
54.95.66.181,2082,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2053,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,8443,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,80,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,2052,0,false,ORD,North America,Chicago,69,0.00
18.183.19.104,2087,0,false,ORD,North America,Chicago,69,0.00
54.249.77.109,2086,0,false,ORD,North America,Chicago,69,0.00
52.195.173.126,8880,0,false,ORD,North America,Chicago,69,0.00
54.95.236.96,8080,0,false,ORD,North America,Chicago,69,0.00
18.183.33.198,2095,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,2086,0,false,ORD,North America,Chicago,69,0.00
13.230.18.208,2052,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2052,0,false,ORD,North America,Chicago,69,0.00
35.78.189.83,80,0,false,ORD,North America,Chicago,69,0.00
35.76.115.13,80,0,false,ORD,North America,Chicago,69,0.00
18.181.85.26,8880,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,2086,0,false,ORD,North America,Chicago,69,0.00
18.181.85.26,2052,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,2087,0,false,ORD,North America,Chicago,69,0.00
54.95.236.96,8880,0,false,ORD,North America,Chicago,69,0.00
52.68.50.72,2082,0,false,ORD,North America,Chicago,69,0.00
52.195.188.169,2096,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2086,0,false,ORD,North America,Chicago,69,0.00
52.198.179.148,2053,0,false,ORD,North America,Chicago,69,0.00
54.250.86.209,2052,0,false,ORD,North America,Chicago,69,0.00
18.183.253.20,8080,0,false,ORD,North America,Chicago,69,0.00
18.183.210.26,443,0,false,ORD,North America,Chicago,69,0.00
52.68.50.72,2095,0,false,ORD,North America,Chicago,69,0.00
43.207.37.138,443,0,false,ORD,North America,Chicago,69,0.00
18.183.3.101,2095,0,false,ORD,North America,Chicago,69,0.00
18.181.251.202,80,0,false,ORD,North America,Chicago,69,0.00
43.207.37.138,2082,0,false,ORD,North America,Chicago,69,0.00
52.195.173.126,2087,0,false,ORD,North America,Chicago,69,0.00
18.181.85.26,2082,0,false,ORD,North America,Chicago,69,0.00
13.231.167.51,443,0,false,ORD,North America,Chicago,70,0.00
52.68.50.72,2096,0,false,ORD,North America,Chicago,70,0.00
3.110.176.176,2095,0,false,ORD,North America,Chicago,70,0.00
43.207.37.138,2087,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,8080,0,false,ORD,North America,Chicago,70,0.00
13.230.18.208,2086,0,false,ORD,North America,Chicago,70,0.00
18.183.210.26,8880,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2083,0,false,ORD,North America,Chicago,70,0.00
18.181.251.202,2086,0,false,ORD,North America,Chicago,70,0.00
54.95.236.96,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2095,0,false,ORD,North America,Chicago,70,0.00
18.183.3.101,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.19.104,2083,0,false,ORD,North America,Chicago,70,0.00
54.95.236.96,2082,0,false,ORD,North America,Chicago,70,0.00
18.183.210.26,2052,0,false,ORD,North America,Chicago,70,0.00
35.78.197.8,443,0,false,ORD,North America,Chicago,70,0.00
43.201.112.67,80,0,false,ORD,North America,Chicago,70,0.00
43.203.197.217,8880,0,false,ORD,North America,Chicago,70,0.00
18.183.33.198,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.3.101,2087,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2086,0,false,ORD,North America,Chicago,70,0.00
18.183.19.104,443,0,false,ORD,North America,Chicago,70,0.00
13.230.18.208,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.33.198,80,0,false,ORD,North America,Chicago,70,0.00
54.95.236.96,2083,0,false,ORD,North America,Chicago,70,0.00
18.181.84.244,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.19.104,2053,0,false,ORD,North America,Chicago,70,0.00
18.183.210.26,8080,0,false,ORD,North America,Chicago,70,0.00
3.39.227.204,8880,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2083,0,false,ORD,North America,Chicago,70,0.00
35.79.221.126,2053,0,false,ORD,North America,Chicago,70,0.00
13.231.167.51,2096,0,false,ORD,North America,Chicago,70,0.00
3.110.158.157,2083,0,false,ORD,North America,Chicago,70,0.00
13.230.18.208,8880,0,false,ORD,North America,Chicago,70,0.00
18.181.251.202,443,0,false,ORD,North America,Chicago,70,0.00
52.68.50.72,443,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2096,0,false,ORD,North America,Chicago,70,0.00
54.95.66.181,80,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,2083,0,false,ORD,North America,Chicago,70,0.00
18.183.210.26,2096,0,false,ORD,North America,Chicago,70,0.00
3.34.193.222,2083,0,false,ORD,North America,Chicago,70,0.00
54.168.141.13,2082,0,false,ORD,North America,Chicago,70,0.00
52.68.50.72,8880,0,false,ORD,North America,Chicago,70,0.00
13.230.18.208,443,0,false,ORD,North America,Chicago,70,0.00
13.113.11.187,2053,0,false,ORD,North America,Chicago,70,0.00
54.250.9.218,2087,0,false,ORD,North America,Chicago,70,0.00
18.183.33.198,2083,0,false,ORD,North America,Chicago,70,0.00
18.183.19.104,8880,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,80,0,false,ORD,North America,Chicago,70,0.00
18.183.210.26,2087,0,false,ORD,North America,Chicago,70,0.00
54.168.141.13,8443,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2087,0,false,ORD,North America,Chicago,70,0.00
3.36.98.13,8443,0,false,ORD,North America,Chicago,70,0.00
43.207.37.138,8443,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,2052,0,false,ORD,North America,Chicago,70,0.00
35.78.197.8,2086,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,2096,0,false,ORD,North America,Chicago,70,0.00
3.35.156.214,8080,0,false,ORD,North America,Chicago,70,0.00
13.231.167.51,8080,0,false,ORD,North America,Chicago,70,0.00
3.35.51.228,2096,0,false,ORD,North America,Chicago,70,0.00
18.183.19.104,80,0,false,ORD,North America,Chicago,70,0.00
43.207.158.140,2053,0,false,ORD,North America,Chicago,70,0.00
43.207.37.138,8080,0,false,ORD,North America,Chicago,70,0.00
18.183.253.20,2087,0,false,ORD,North America,Chicago,70,0.00
54.250.86.209,8880,0,false,ORD,North America,Chicago,70,0.00
3.38.135.70,2083,0,false,ORD,North America,Chicago,70,0.00
18.181.84.244,80,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2096,0,false,ORD,North America,Chicago,70,0.00
52.195.173.126,80,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,2053,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,80,0,false,ORD,North America,Chicago,70,0.00
13.124.120.105,443,443,true,ICN,Asia Pacific,Seoul,70,0.00
175.41.249.178,80,0,false,NRT,Asia Pacific,Tokyo,70,0.00
54.249.178.90,2052,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2095,0,false,ORD,North America,Chicago,70,0.00
54.250.9.218,2052,0,false,ORD,North America,Chicago,70,0.00
18.183.3.101,2083,0,false,ORD,North America,Chicago,70,0.00
54.250.9.218,8880,0,false,ORD,North America,Chicago,70,0.00
13.231.167.51,2086,0,false,ORD,North America,Chicago,70,0.00
18.181.251.202,2053,0,false,ORD,North America,Chicago,70,0.00
13.125.67.152,2083,0,false,ORD,North America,Chicago,70,0.00
3.36.69.251,80,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,8880,0,false,ORD,North America,Chicago,70,0.00
13.231.167.51,2083,0,false,ORD,North America,Chicago,70,0.00
54.95.236.96,2053,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,8080,0,false,ORD,North America,Chicago,70,0.00
54.250.9.218,8080,0,false,ORD,North America,Chicago,70,0.00
3.35.156.214,2082,0,false,ORD,North America,Chicago,70,0.00
54.250.86.209,443,0,false,ORD,North America,Chicago,70,0.00
35.78.83.0,2087,0,false,ORD,North America,Chicago,70,0.00
3.38.94.12,2086,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2082,0,false,ORD,North America,Chicago,70,0.00
54.249.178.90,8080,0,false,ORD,North America,Chicago,70,0.00
3.35.156.214,2096,0,false,ORD,North America,Chicago,70,0.00
3.110.135.55,8880,80,false,ORD,North America,Chicago,70,0.00
54.249.77.109,2053,0,false,ORD,North America,Chicago,70,0.00
52.195.188.169,8443,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,8443,0,false,ORD,North America,Chicago,70,0.00
35.76.115.13,2052,0,false,ORD,North America,Chicago,70,0.00
54.249.178.90,2053,0,false,ORD,North America,Chicago,70,0.00
54.168.141.13,2096,0,false,ORD,North America,Chicago,70,0.00
18.181.85.26,2086,0,false,ORD,North America,Chicago,70,0.00
52.198.179.148,2095,0,false,ORD,North America,Chicago,70,0.00
54.249.178.90,2086,0,false,ORD,North America,Chicago,70,0.00
18.181.84.244,2086,0,false,ORD,North America,Chicago,70,0.00
43.207.200.148,443,0,false,ORD,North America,Chicago,70,0.00
3.39.253.181,8080,0,false,ORD,North America,Chicago,70,0.00
