IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.141.243.16,443,443,true,FRA,Europe,Frankfurt,175,8.16
34.107.68.152,443,443,true,FRA,Europe,Frankfurt,169,8.15
34.65.205.103,443,443,true,FRA,Europe,Frankfurt,179,8.14
34.65.206.244,443,443,true,FRA,Europe,Frankfurt,176,8.14
34.65.78.221,443,443,true,AMS,Europe,Amsterdam,178,8.14
34.65.12.109,443,443,true,FRA,Europe,Frankfurt,188,8.14
34.118.100.32,443,443,true,FRA,Europe,Frankfurt,190,8.12
34.65.51.65,443,443,true,FRA,Europe,Frankfurt,184,8.12
34.65.244.200,443,443,true,AMS,Europe,Amsterdam,174,8.12
34.72.146.82,443,443,true,ORD,North America,Chicago,204,8.12
34.159.126.5,443,0,true,FRA,Europe,Frankfurt,181,8.12
34.90.19.236,443,443,true,FRA,Europe,Frankfurt,178,8.11
35.246.240.3,443,443,true,FRA,Europe,Frankfurt,169,8.10
34.65.204.207,443,443,true,EWR,North America,Newark,192,8.10
34.65.212.101,443,443,true,FRA,Europe,Frankfurt,166,8.09
34.65.118.63,443,443,true,FRA,Europe,Frankfurt,181,8.08
34.90.235.70,443,443,true,FRA,Europe,Frankfurt,182,8.04
34.34.32.175,443,443,true,FRA,Europe,Frankfurt,188,8.03
34.116.219.69,443,443,true,FRA,Europe,Frankfurt,191,8.03
34.116.151.54,443,443,true,FRA,Europe,Frankfurt,239,8.01
34.118.44.17,443,443,true,FRA,Europe,Frankfurt,189,8.00
34.65.253.40,443,443,true,FRA,Europe,Frankfurt,179,7.99
34.154.101.147,443,443,true,FRA,Europe,Frankfurt,181,7.99
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,179,7.98
34.90.246.126,443,443,true,FRA,Europe,Frankfurt,177,7.97
34.65.192.195,443,443,true,FRA,Europe,Frankfurt,178,7.97
35.198.121.122,443,443,true,FRA,Europe,Frankfurt,169,7.95
34.65.204.207,443,443,true,EWR,North America,Newark,174,7.95
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,205,7.95
34.107.68.152,443,443,true,CDG,Europe,Paris,238,7.94
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,180,7.94
34.65.253.40,443,443,true,FRA,Europe,Frankfurt,178,7.93
34.141.220.180,443,443,true,FRA,Europe,Frankfurt,178,7.93
35.242.197.5,443,443,true,AMS,Europe,Amsterdam,212,7.92
34.107.116.111,443,443,true,FRA,Europe,Frankfurt,211,7.91
34.65.52.101,443,443,true,AMS,Europe,Amsterdam,179,7.89
34.89.144.176,443,443,true,FRA,Europe,Frankfurt,170,7.89
34.90.4.9,443,443,true,FRA,Europe,Frankfurt,178,7.88
35.246.158.151,443,0,true,FRA,Europe,Frankfurt,189,7.88
34.141.57.63,443,443,true,FRA,Europe,Frankfurt,184,7.87
34.89.190.224,443,443,true,FRA,Europe,Frankfurt,170,7.86
34.65.89.138,443,443,true,FRA,Europe,Frankfurt,186,7.86
34.91.230.226,443,443,true,FRA,Europe,Frankfurt,187,7.85
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,176,7.84
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,174,7.83
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,185,7.82
34.116.231.238,443,443,true,AMS,Europe,Amsterdam,186,7.82
34.65.212.101,443,443,true,AMS,Europe,Amsterdam,163,7.81
34.65.219.21,443,443,true,FRA,Europe,Frankfurt,204,7.81
34.65.52.101,443,443,true,FRA,Europe,Frankfurt,178,7.79
35.204.24.165,443,443,true,FRA,Europe,Frankfurt,175,7.79
34.65.140.94,443,443,true,FRA,Europe,Frankfurt,188,7.78
34.118.95.31,443,443,true,FRA,Europe,Frankfurt,187,7.78
34.91.71.101,443,443,true,FRA,Europe,Frankfurt,178,7.78
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,177,7.77
34.65.84.132,443,443,true,FRA,Europe,Frankfurt,177,7.76
34.65.75.131,443,443,true,FRA,Europe,Frankfurt,176,7.76
34.116.238.23,443,443,true,FRA,Europe,Frankfurt,186,7.75
34.91.177.185,443,443,true,FRA,Europe,Frankfurt,178,7.75
34.65.159.16,443,443,true,FRA,Europe,Frankfurt,187,7.74
34.107.39.178,443,443,true,AMS,Europe,Amsterdam,224,7.73
34.65.41.222,443,443,true,FRA,Europe,Frankfurt,163,7.73
34.89.223.191,443,443,true,AMS,Europe,Amsterdam,172,7.72
34.65.94.94,443,443,true,AMS,Europe,Amsterdam,179,7.72
34.65.189.135,443,443,true,AMS,Europe,Amsterdam,187,7.70
34.65.75.131,443,443,true,FRA,Europe,Frankfurt,174,7.69
34.107.94.79,443,443,true,FRA,Europe,Frankfurt,170,7.67
35.234.166.80,443,443,true,FRA,Europe,Frankfurt,182,7.66
34.116.231.238,443,443,true,CDG,Europe,Paris,264,7.66
34.90.26.199,443,443,true,FRA,Europe,Frankfurt,161,7.65
34.65.192.195,443,443,true,FRA,Europe,Frankfurt,175,7.62
34.65.203.90,443,443,true,FRA,Europe,Frankfurt,177,7.61
34.65.41.157,443,443,true,FRA,Europe,Frankfurt,166,7.61
34.90.30.195,8080,80,false,AMS,Europe,Amsterdam,164,7.60
34.65.62.172,443,443,true,FRA,Europe,Frankfurt,176,7.58
34.65.198.178,443,443,true,FRA,Europe,Frankfurt,179,7.58
34.65.196.170,443,443,true,AMS,Europe,Amsterdam,179,7.57
34.65.212.101,443,443,true,AMS,Europe,Amsterdam,172,7.55
34.141.37.198,443,443,true,FRA,Europe,Frankfurt,175,7.54
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,165,7.54
34.65.177.164,443,443,true,FRA,Europe,Frankfurt,174,7.54
34.65.177.1,443,443,true,AMS,Europe,Amsterdam,174,7.53
34.65.97.68,443,443,true,FRA,Europe,Frankfurt,163,7.50
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,177,7.49
34.65.239.183,443,443,true,FRA,Europe,Frankfurt,176,7.49
34.118.3.118,443,443,true,FRA,Europe,Frankfurt,189,7.47
34.65.247.160,443,443,true,FRA,Europe,Frankfurt,185,7.47
34.65.204.207,443,443,true,AMS,Europe,Amsterdam,175,7.46
34.34.9.157,443,443,true,FRA,Europe,Frankfurt,181,7.45
34.90.3.83,443,443,true,FRA,Europe,Frankfurt,163,7.43
34.116.205.19,443,443,true,FRA,Europe,Frankfurt,183,7.42
34.65.130.144,443,443,true,FRA,Europe,Frankfurt,176,7.42
34.65.112.113,443,443,true,FRA,Europe,Frankfurt,180,7.41
34.90.26.199,443,443,true,FRA,Europe,Frankfurt,163,7.40
34.34.186.205,443,443,true,CDG,Europe,Paris,230,7.39
34.107.94.79,443,443,true,FRA,Europe,Frankfurt,194,7.38
34.107.116.111,443,443,true,FRA,Europe,Frankfurt,181,7.38
34.32.174.17,443,443,true,FRA,Europe,Frankfurt,164,7.37
34.65.13.54,443,443,true,FRA,Europe,Frankfurt,189,7.34
34.118.17.152,443,443,true,FRA,Europe,Frankfurt,188,7.33
34.89.241.45,443,443,true,FRA,Europe,Frankfurt,179,7.32
34.90.4.9,443,443,true,FRA,Europe,Frankfurt,175,7.32
34.107.119.161,443,443,true,FRA,Europe,Frankfurt,176,7.30
34.154.24.239,443,443,true,FRA,Europe,Frankfurt,172,7.28
34.91.71.101,443,443,true,FRA,Europe,Frankfurt,179,7.25
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,176,7.25
34.116.141.3,443,443,true,FRA,Europe,Frankfurt,256,7.24
34.65.244.68,443,443,true,FRA,Europe,Frankfurt,164,7.24
34.116.239.18,443,443,true,FRA,Europe,Frankfurt,192,7.24
34.90.18.172,443,443,true,AMS,Europe,Amsterdam,178,7.21
34.107.119.161,443,443,true,FRA,Europe,Frankfurt,189,7.18
34.90.41.188,443,443,true,FRA,Europe,Frankfurt,183,7.18
34.65.192.195,443,443,true,FRA,Europe,Frankfurt,175,7.17
34.65.194.209,443,443,true,FRA,Europe,Frankfurt,165,7.16
34.90.18.172,443,443,true,AMS,Europe,Amsterdam,181,7.15
34.65.196.170,443,443,true,FRA,Europe,Frankfurt,176,7.14
34.65.219.21,443,443,true,FRA,Europe,Frankfurt,174,7.13
34.65.18.221,443,443,true,FRA,Europe,Frankfurt,178,7.12
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,212,7.11
34.147.63.51,443,443,true,FRA,Europe,Frankfurt,171,7.11
34.65.238.78,443,443,true,FRA,Europe,Frankfurt,166,7.09
34.116.242.219,443,443,true,FRA,Europe,Frankfurt,190,7.08
34.116.196.218,443,443,true,FRA,Europe,Frankfurt,187,7.04
34.34.186.205,443,443,true,CDG,Europe,Paris,231,7.03
34.107.94.79,443,443,true,FRA,Europe,Frankfurt,218,6.99
34.65.235.13,443,443,true,FRA,Europe,Frankfurt,197,6.98
34.65.62.133,443,443,true,FRA,Europe,Frankfurt,175,6.95
34.65.235.13,443,443,true,FRA,Europe,Frankfurt,177,6.94
34.90.26.199,443,443,true,FRA,Europe,Frankfurt,171,6.93
34.65.70.183,443,443,true,FRA,Europe,Frankfurt,178,6.91
34.65.244.35,443,443,true,FRA,Europe,Frankfurt,177,6.91
34.116.179.241,443,443,true,FRA,Europe,Frankfurt,317,6.83
34.65.193.203,443,443,true,AMS,Europe,Amsterdam,177,6.82
34.65.62.172,443,443,true,AMS,Europe,Amsterdam,177,6.79
34.32.170.9,443,443,true,FRA,Europe,Frankfurt,162,6.78
34.65.32.250,443,443,true,FRA,Europe,Frankfurt,176,6.78
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,177,6.72
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,163,6.72
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,191,6.72
34.34.9.67,443,443,true,FRA,Europe,Frankfurt,162,6.72
34.65.248.147,443,443,true,FRA,Europe,Frankfurt,182,6.72
34.65.238.241,443,443,true,FRA,Europe,Frankfurt,176,6.71
34.118.121.202,443,443,true,FRA,Europe,Frankfurt,186,6.70
34.118.62.37,443,443,true,FRA,Europe,Frankfurt,195,6.69
34.90.19.236,443,443,true,FRA,Europe,Frankfurt,174,6.68
34.65.241.180,443,443,true,AMS,Europe,Amsterdam,166,6.68
34.65.213.174,443,443,true,CDG,Europe,Paris,162,6.67
34.65.111.127,443,443,true,FRA,Europe,Frankfurt,163,6.63
34.118.18.2,443,443,true,FRA,Europe,Frankfurt,188,6.62
34.34.9.67,443,443,true,FRA,Europe,Frankfurt,171,6.62
34.65.52.101,443,443,true,FRA,Europe,Frankfurt,177,6.61
34.65.118.63,443,443,true,FRA,Europe,Frankfurt,176,6.60
34.91.66.231,443,443,true,FRA,Europe,Frankfurt,184,6.58
34.65.110.108,443,443,true,FRA,Europe,Frankfurt,176,6.58
34.65.205.103,443,443,true,FRA,Europe,Frankfurt,184,6.57
34.154.71.10,443,443,true,FRA,Europe,Frankfurt,165,6.56
34.118.114.236,443,443,true,FRA,Europe,Frankfurt,189,6.56
34.65.140.94,443,443,true,FRA,Europe,Frankfurt,174,6.55
34.65.68.41,443,443,true,FRA,Europe,Frankfurt,179,6.54
34.65.244.200,443,443,true,FRA,Europe,Frankfurt,179,6.53
34.65.111.146,443,443,true,FRA,Europe,Frankfurt,179,6.53
34.65.239.183,443,443,true,FRA,Europe,Frankfurt,174,6.52
34.65.181.48,443,443,true,FRA,Europe,Frankfurt,188,6.50
34.65.244.200,443,443,true,FRA,Europe,Frankfurt,179,6.48
34.65.193.203,443,443,true,FRA,Europe,Frankfurt,177,6.48
34.65.198.178,443,443,true,FRA,Europe,Frankfurt,179,6.47
34.116.218.15,443,443,true,FRA,Europe,Frankfurt,186,6.46
34.65.238.241,443,443,true,AMS,Europe,Amsterdam,167,6.45
34.65.248.147,443,443,true,FRA,Europe,Frankfurt,194,6.45
34.65.125.44,443,443,true,FRA,Europe,Frankfurt,225,6.45
34.65.198.178,443,443,true,FRA,Europe,Frankfurt,179,6.42
34.116.217.223,443,443,true,FRA,Europe,Frankfurt,222,6.40
34.65.211.8,443,443,true,FRA,Europe,Frankfurt,175,6.39
34.159.101.54,443,443,true,FRA,Europe,Frankfurt,168,6.39
34.65.244.68,443,443,true,CDG,Europe,Paris,175,6.37
34.65.78.221,443,443,true,FRA,Europe,Frankfurt,185,6.33
34.65.16.109,443,443,true,FRA,Europe,Frankfurt,173,6.32
34.118.95.108,443,443,true,FRA,Europe,Frankfurt,185,6.32
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,173,6.32
34.65.41.157,443,443,true,FRA,Europe,Frankfurt,169,6.30
34.116.239.18,443,443,true,FRA,Europe,Frankfurt,253,6.30
34.89.241.45,443,443,true,FRA,Europe,Frankfurt,172,6.26
34.90.88.12,443,443,true,FRA,Europe,Frankfurt,166,6.25
34.65.69.117,443,443,true,FRA,Europe,Frankfurt,179,6.25
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,185,6.24
34.65.18.221,443,443,true,FRA,Europe,Frankfurt,174,6.21
34.118.71.245,443,443,true,FRA,Europe,Frankfurt,190,6.21
34.118.41.188,443,443,true,FRA,Europe,Frankfurt,185,6.18
34.65.181.48,443,443,true,CDG,Europe,Paris,202,6.17
34.65.37.14,443,443,true,FRA,Europe,Frankfurt,176,6.14
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,178,6.12
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,188,6.10
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,170,6.09
34.65.203.90,443,443,true,FRA,Europe,Frankfurt,177,6.09
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,180,6.07
34.65.194.209,443,443,true,FRA,Europe,Frankfurt,177,6.04
34.65.125.44,443,443,true,FRA,Europe,Frankfurt,188,6.04
34.65.62.133,443,443,true,FRA,Europe,Frankfurt,186,6.02
34.65.177.164,443,443,true,FRA,Europe,Frankfurt,176,6.00
34.118.110.34,443,443,true,FRA,Europe,Frankfurt,195,5.98
35.228.140.197,8443,443,true,ARN,Europe,Stockholm,249,5.96
34.154.60.0,443,443,true,FRA,Europe,Frankfurt,185,5.96
34.65.13.54,443,443,true,AMS,Europe,Amsterdam,197,5.96
34.65.41.157,443,443,true,FRA,Europe,Frankfurt,193,5.95
34.90.19.236,443,443,true,FRA,Europe,Frankfurt,178,5.94
34.116.252.45,443,443,true,FRA,Europe,Frankfurt,185,5.93
34.65.223.113,443,443,true,FRA,Europe,Frankfurt,174,5.93
34.65.32.250,443,443,true,FRA,Europe,Frankfurt,174,5.90
34.154.101.92,443,443,true,FRA,Europe,Frankfurt,182,5.86
34.65.89.138,443,443,true,FRA,Europe,Frankfurt,185,5.86
34.116.247.197,443,443,true,FRA,Europe,Frankfurt,174,5.84
34.65.82.210,443,443,true,FRA,Europe,Frankfurt,176,5.83
34.65.214.126,443,443,true,FRA,Europe,Frankfurt,178,5.81
34.65.41.222,443,443,true,FRA,Europe,Frankfurt,177,5.80
34.65.68.41,443,443,true,FRA,Europe,Frankfurt,174,5.79
34.154.184.79,443,443,true,FRA,Europe,Frankfurt,182,5.79
34.118.69.245,443,443,true,FRA,Europe,Frankfurt,193,5.76
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,190,5.74
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,188,5.73
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,178,5.70
34.65.115.78,443,443,true,AMS,Europe,Amsterdam,185,5.70
34.118.15.29,443,443,true,FRA,Europe,Frankfurt,194,5.67
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,189,5.67
34.65.125.44,443,443,true,AMS,Europe,Amsterdam,162,5.67
34.154.19.192,443,443,true,FRA,Europe,Frankfurt,181,5.66
34.154.16.22,443,443,true,FRA,Europe,Frankfurt,179,5.66
34.65.37.14,443,443,true,FRA,Europe,Frankfurt,178,5.66
34.65.84.132,443,443,true,FRA,Europe,Frankfurt,184,5.65
34.65.221.128,443,443,true,FRA,Europe,Frankfurt,176,5.65
34.65.85.165,443,443,true,FRA,Europe,Frankfurt,176,5.64
34.116.198.118,443,443,true,FRA,Europe,Frankfurt,175,5.63
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,187,5.62
34.65.68.41,443,443,true,FRA,Europe,Frankfurt,177,5.58
34.154.233.195,443,443,true,AMS,Europe,Amsterdam,188,5.56
34.118.67.25,443,443,true,FRA,Europe,Frankfurt,188,5.48
34.65.62.172,443,443,true,AMS,Europe,Amsterdam,174,5.46
34.118.106.179,443,443,true,FRA,Europe,Frankfurt,187,5.46
34.65.239.183,443,443,true,FRA,Europe,Frankfurt,175,5.45
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,176,5.44
34.65.213.174,443,443,true,FRA,Europe,Frankfurt,175,5.44
34.105.189.25,443,443,true,LHR,Europe,London,198,5.43
34.65.41.222,443,443,true,FRA,Europe,Frankfurt,175,5.43
34.118.61.152,443,443,true,FRA,Europe,Frankfurt,187,5.43
34.65.177.164,443,443,true,FRA,Europe,Frankfurt,202,5.42
34.65.170.6,443,443,true,FRA,Europe,Frankfurt,184,5.42
34.116.219.69,443,443,true,FRA,Europe,Frankfurt,227,5.41
34.154.154.120,443,443,true,FRA,Europe,Frankfurt,190,5.39
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,177,5.38
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,260,5.37
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,195,5.35
34.65.101.209,443,443,true,AMS,Europe,Amsterdam,177,5.33
34.116.236.156,443,443,true,FRA,Europe,Frankfurt,242,5.33
34.154.27.36,443,443,true,FRA,Europe,Frankfurt,191,5.32
34.154.180.32,443,443,true,FRA,Europe,Frankfurt,162,5.32
34.65.211.8,443,443,true,FRA,Europe,Frankfurt,176,5.31
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,179,5.31
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,178,5.30
34.65.204.207,443,443,true,AMS,Europe,Amsterdam,223,5.28
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,181,5.26
34.118.36.86,443,443,true,FRA,Europe,Frankfurt,254,5.25
34.65.206.244,443,443,true,FRA,Europe,Frankfurt,176,5.25
34.65.37.14,443,443,true,FRA,Europe,Frankfurt,178,5.24
34.65.170.6,443,443,true,FRA,Europe,Frankfurt,176,5.24
